Record_ID,Company,Date,Month,Month_Name,Quarter,Year,Department,Region,Business_Unit,Project_Type,Client_Segment,Employees_Assigned,Hourly_Rate_EUR,Revenue,Visible_Cost,Gross_Margin,Delay_Hours,Rework_Hours,Meeting_Hours,Overtime_Hours,Idle_Hours,Incidents,SLA_Breaches,Manual_Tasks,Automation_Level,Customer_Satisfaction,Employee_Satisfaction,Productivity_Score,Delay_Cost,Rework_Cost,Meeting_Cost,Overtime_Cost,Idle_Cost,Incident_Cost,SLA_Breach_Cost,Manual_Process_Cost,Hidden_Cost,Profit_After_Hidden_Cost,Hidden_Cost_Rate,Risk_Level
OT-04512,OrionTech,2025-09-11,9,Sep,Q3,2025,Operations,Spain,Digital Services,Client Delivery,SME,42,41.84,29863.73,24120.3,5743.43,2.0,2.1,4.3,6.1,5.2,5,0,22,40.1,75.1,73.9,67.1,112.97,105.44,1360.13,382.84,184.93,2674.73,0.0,303.25,5124.29,619.14,0.1716,Medium
OT-04614,OrionTech,2025-09-11,9,Sep,Q3,2025,IT,North America,Cybersecurity,Support,SME,55,54.08,49190.53,34423.65,14766.88,2.6,0.9,12.6,3.5,4.9,3,0,50,67.7,85.4,73.0,76.6,189.82,58.41,6745.94,283.92,225.24,1559.47,0.0,480.37,9543.17,5223.71,0.194,High
OT-03392,OrionTech,2025-09-11,9,Sep,Q3,2025,Operations,North America,Telecom Platforms,Internal Operations,Strategic Accounts,37,72.45,82619.31,50754.06,31865.25,10.7,4.8,7.4,8.5,1.5,1,0,26,45.2,75.6,76.3,80.8,1046.54,417.31,3570.63,923.74,92.37,512.73,0.0,567.75,7131.07,24734.18,0.0863,Low
OT-02432,OrionTech,2025-09-11,9,Sep,Q3,2025,HR,Europe,Cloud & Data,Client Delivery,Strategic Accounts,13,63.3,25014.06,14005.69,11008.37,4.6,6.1,18.2,3.8,5.4,2,0,8,67.1,64.1,73.7,91.8,393.09,463.36,2695.82,360.81,290.55,724.28,0.0,91.63,5019.54,5988.83,0.2007,High
OT-04992,OrionTech,2025-09-11,9,Sep,Q3,2025,Operations,Europe,Cybersecurity,Transformation,Enterprise,34,41.43,75955.62,54478.79,21476.83,2.5,9.2,3.8,3.1,7.5,3,0,37,40.1,90.8,76.5,62.6,139.83,457.39,963.5,192.65,264.12,1197.66,0.0,505.02,3720.17,17756.66,0.049,Medium
OT-00712,OrionTech,2025-09-11,9,Sep,Q3,2025,Customer Support,Europe,Telecom Platforms,Compliance,Public Sector,34,54.67,23952.79,17081.97,6870.82,5.2,1.7,6.9,4.6,5.3,5,5,30,55.1,72.2,66.5,52.5,383.78,111.53,2308.6,377.22,246.29,2081.08,1936.94,405.02,7850.46,-979.64,0.3277,High
OT-00679,OrionTech,2025-09-11,9,Sep,Q3,2025,Operations,Spain,Corporate Services,Internal Operations,Strategic Accounts,43,61.86,19205.08,9714.52,9490.56,7.6,6.1,10.7,21.0,3.1,1,0,32,70.1,78.2,57.1,86.3,634.68,452.82,5123.12,1948.59,163.0,471.73,0.0,325.53,9119.47,371.09,0.4748,High
OT-03337,OrionTech,2025-09-11,9,Sep,Q3,2025,Customer Support,Spain,Telecom Platforms,Client Delivery,Strategic Accounts,40,47.55,27188.02,21058.57,6129.45,9.0,4.0,12.7,10.2,3.2,4,0,52,61.4,78.5,67.8,67.0,577.73,228.24,4347.97,727.51,129.34,1887.09,0.0,524.93,8422.81,-2293.36,0.3098,High
OT-01800,OrionTech,2025-09-11,9,Sep,Q3,2025,IT,LATAM,Cybersecurity,Client Delivery,SME,39,49.53,23131.8,14736.72,8395.08,6.5,4.1,3.1,2.4,2.3,3,2,33,54.4,64.1,79.4,63.5,434.63,243.69,1077.87,178.31,96.83,1454.42,581.14,409.93,4476.82,3918.26,0.1935,High
OT-01665,OrionTech,2025-09-12,9,Sep,Q3,2025,Marketing,Spain,Cloud & Data,Transformation,Enterprise,6,50.44,20862.54,13882.27,6980.27,7.0,3.5,21.1,0.2,2.2,1,1,18,59.9,86.9,71.1,67.7,476.66,211.85,1149.43,15.13,94.32,289.88,1036.57,200.24,3474.08,3506.19,0.1665,Medium
OT-00578,OrionTech,2025-09-12,9,Sep,Q3,2025,Controlling,Europe,Digital Services,Compliance,Enterprise,30,53.74,26039.4,11692.93,14346.47,0.7,4.6,9.2,0.8,2.2,0,0,24,63.9,96.1,78.9,84.5,50.78,296.64,2669.8,64.49,100.49,0.0,0.0,256.08,3438.28,10908.19,0.132,Medium
OT-03469,OrionTech,2025-09-12,9,Sep,Q3,2025,Customer Support,Spain,Banking Solutions,Support,Enterprise,19,46.15,15168.16,8937.75,6230.41,14.0,11.1,10.9,4.6,5.0,3,3,34,78.3,65.8,68.2,67.3,872.24,614.72,1720.38,318.43,196.14,1341.69,1656.45,187.27,6907.32,-676.91,0.4554,High
OT-01311,OrionTech,2025-09-12,9,Sep,Q3,2025,IT,Spain,Banking Solutions,Internal Operations,Public Sector,32,32.78,20197.56,15873.84,4323.72,1.6,3.4,4.8,4.3,5.8,7,2,36,78.0,82.5,67.6,71.0,70.8,133.74,906.3,211.43,161.61,4263.83,534.59,142.79,6425.09,-2101.37,0.3181,High
OT-01859,OrionTech,2025-09-12,9,Sep,Q3,2025,IT,Spain,Telecom Platforms,Internal Operations,Strategic Accounts,8,46.25,55809.1,46696.81,9112.29,7.4,3.6,3.7,10.4,5.3,7,3,42,54.1,68.9,75.9,72.7,462.04,199.8,246.42,721.5,208.36,3771.89,1306.67,490.38,7407.06,1705.23,0.1327,Medium
OT-02489,OrionTech,2025-09-12,9,Sep,Q3,2025,Controlling,North America,Digital Services,Transformation,Enterprise,26,69.66,18646.87,10603.79,8043.08,1.3,3.8,14.7,6.9,2.5,0,0,32,59.6,80.4,74.0,84.9,122.25,317.65,4792.33,720.98,148.03,0.0,0.0,495.31,6596.55,1446.53,0.3538,High
OT-01074,OrionTech,2025-09-12,9,Sep,Q3,2025,Sales,Europe,Telecom Platforms,Client Delivery,SME,25,41.99,17001.35,14134.36,2866.99,4.5,10.4,12.3,5.2,3.0,3,0,22,58.7,87.1,70.1,74.3,255.09,524.04,2324.15,327.52,107.07,927.03,0.0,209.84,4674.74,-1807.75,0.275,High
OT-03937,OrionTech,2025-09-12,9,Sep,Q3,2025,Operations,LATAM,Corporate Services,Client Delivery,SME,26,54.24,28115.47,22274.05,5841.42,13.8,7.9,10.0,11.2,2.6,4,3,40,42.5,78.0,67.3,69.5,1010.49,514.2,2538.43,911.23,119.87,2171.95,959.17,686.14,8911.48,-3070.06,0.317,High
OT-04549,OrionTech,2025-09-12,9,Sep,Q3,2025,IT,Spain,Digital Services,Client Delivery,Mid-Market,18,37.4,49893.04,45423.95,4469.09,1.0,3.5,12.2,8.7,5.8,2,3,39,57.5,92.6,68.7,66.7,50.49,157.08,1478.35,488.07,184.38,1024.09,2377.73,340.95,6101.14,-1632.05,0.1223,Medium
OT-02029,OrionTech,2025-09-12,9,Sep,Q3,2025,Sales,Spain,Cloud & Data,Support,Public Sector,5,59.0,18837.81,13432.84,5404.97,4.2,0.8,17.3,20.7,2.7,4,0,16,69.5,81.1,63.8,67.3,334.53,56.64,918.63,1831.95,135.41,1370.85,0.0,158.36,4806.37,598.6,0.2551,High
OT-03360,OrionTech,2025-09-13,9,Sep,Q3,2025,Marketing,Spain,Telecom Platforms,Transformation,Mid-Market,41,37.64,31012.41,19011.9,12000.51,7.8,0.9,12.9,7.3,0.5,2,3,15,57.9,75.3,81.4,82.1,396.35,40.65,3583.4,412.16,16.0,645.18,1317.15,130.73,6541.62,5458.89,0.2109,High
OT-02609,OrionTech,2025-09-13,9,Sep,Q3,2025,Customer Support,APAC,Cybersecurity,Client Delivery,Mid-Market,39,47.43,18092.79,9568.28,8524.51,5.9,7.4,3.3,5.1,1.8,3,6,34,49.1,63.3,68.7,84.8,377.78,421.18,1098.76,362.84,72.57,980.3,2181.76,451.45,5946.64,2577.87,0.3287,High
OT-04370,OrionTech,2025-09-13,9,Sep,Q3,2025,Operations,Spain,Cloud & Data,Client Delivery,Strategic Accounts,39,54.27,20235.73,11076.08,9159.65,7.1,11.6,14.5,9.2,0.4,2,2,24,34.7,72.3,75.1,65.2,520.18,755.44,5524.14,748.93,18.45,770.31,787.67,467.79,9592.91,-433.26,0.4741,High
OT-03265,OrionTech,2025-09-13,9,Sep,Q3,2025,Legal & Compliance,Europe,Telecom Platforms,Internal Operations,Mid-Market,20,53.78,32374.82,21518.59,10856.23,6.6,8.8,7.9,0.2,2.8,3,0,35,59.4,82.5,84.7,71.2,479.18,567.92,1529.5,16.13,128.0,2613.19,0.0,420.32,5754.24,5101.99,0.1777,Medium
OT-00997,OrionTech,2025-09-13,9,Sep,Q3,2025,Marketing,Europe,Digital Services,Support,Enterprise,17,68.79,38464.26,27800.97,10663.29,3.6,3.0,11.8,0.6,4.2,3,3,7,40.0,83.9,68.7,69.7,334.32,247.64,2483.87,61.91,245.58,1076.1,2086.33,158.9,6694.65,3968.64,0.174,Medium
OT-03728,OrionTech,2025-09-13,9,Sep,Q3,2025,Finance,Spain,Telecom Platforms,Transformation,Strategic Accounts,52,41.61,15364.05,8592.6,6771.45,3.4,0.6,10.3,2.8,0.6,1,2,26,37.8,96.1,81.2,86.2,190.99,29.96,4011.54,174.76,21.22,529.42,1054.41,370.1,6382.4,389.05,0.4154,High
OT-03773,OrionTech,2025-09-13,9,Sep,Q3,2025,HR,Spain,Digital Services,Support,Mid-Market,45,41.71,13422.3,6781.04,6641.26,2.7,15.1,15.9,14.1,1.4,2,2,40,63.2,86.0,69.1,61.2,152.03,755.79,5371.83,882.17,49.63,701.58,1563.65,337.68,9814.36,-3173.1,0.7312,High
OT-01195,OrionTech,2025-09-13,9,Sep,Q3,2025,Finance,Europe,Cybersecurity,Internal Operations,Strategic Accounts,32,45.05,14260.65,7384.4,6876.25,7.6,0.4,17.4,3.6,0.6,1,3,9,48.5,77.3,78.5,91.0,462.21,21.62,4515.09,243.27,22.98,528.3,1452.44,114.84,7360.75,-484.5,0.5162,High
OT-00011,OrionTech,2025-09-13,9,Sep,Q3,2025,HR,Spain,Cloud & Data,Internal Operations,Public Sector,38,59.54,20419.2,7599.25,12819.95,2.6,1.9,9.4,1.8,9.3,3,1,57,63.8,76.8,76.6,69.9,208.99,135.75,3828.18,160.76,470.66,840.39,602.69,675.7,6923.12,5896.83,0.339,High
OT-04836,OrionTech,2025-09-13,9,Sep,Q3,2025,Customer Support,Spain,Cloud & Data,Support,Strategic Accounts,39,39.49,44310.97,30600.52,13710.45,5.5,1.7,8.2,8.8,4.1,4,1,62,53.0,73.5,68.9,59.7,293.21,80.56,2273.2,521.27,137.62,1745.88,348.37,632.91,6033.02,7677.43,0.1362,Medium
OT-02518,OrionTech,2025-09-13,9,Sep,Q3,2025,Customer Support,Spain,Corporate Services,Client Delivery,Enterprise,38,50.81,21442.67,13535.1,7907.57,7.4,2.8,12.5,12.6,4.2,3,3,35,27.2,65.7,70.7,64.8,507.59,170.72,4344.26,960.31,181.39,1252.45,1178.91,712.05,9307.68,-1400.11,0.4341,High
OT-04813,OrionTech,2025-09-13,9,Sep,Q3,2025,Legal & Compliance,North America,Cybersecurity,Commercial Growth,Mid-Market,38,65.34,12727.78,8460.85,4266.93,10.1,10.9,14.1,3.3,1.3,2,0,29,58.4,63.0,78.3,74.0,890.91,854.65,6301.65,323.43,72.2,1847.75,0.0,433.54,10724.13,-6457.2,0.8426,High
OT-04920,OrionTech,2025-09-13,9,Sep,Q3,2025,Finance,Europe,Banking Solutions,Client Delivery,Mid-Market,41,50.36,18914.56,13655.36,5259.2,8.3,0.9,7.6,7.5,0.3,2,1,5,30.5,81.6,77.3,71.8,564.28,54.39,2824.59,566.55,12.84,1198.6,370.47,96.25,5687.97,-428.77,0.3007,High
OT-04219,OrionTech,2025-09-13,9,Sep,Q3,2025,Legal & Compliance,LATAM,Telecom Platforms,Commercial Growth,Strategic Accounts,54,35.76,17509.05,10296.03,7213.02,6.4,4.2,18.4,8.3,3.1,1,0,33,59.5,95.2,73.8,91.2,308.97,180.23,6395.6,445.21,94.23,858.56,0.0,262.86,8545.66,-1332.64,0.4881,High
OT-01392,OrionTech,2025-09-14,9,Sep,Q3,2025,Sales,Spain,Telecom Platforms,Transformation,Mid-Market,42,45.67,41626.74,28366.05,13260.69,2.9,2.5,17.6,3.3,1.9,2,2,25,50.3,93.2,66.8,79.7,178.8,137.01,6076.67,226.07,73.76,723.17,704.28,312.1,8431.86,4828.83,0.2026,High
OT-00995,OrionTech,2025-09-14,9,Sep,Q3,2025,Operations,North America,Cybersecurity,Internal Operations,Public Sector,14,74.82,27109.01,14153.82,12955.19,18.9,21.2,10.9,1.3,2.1,3,3,42,10.0,82.6,65.6,60.2,1909.03,1903.42,2055.16,145.9,133.55,1278.42,1538.28,1555.51,10519.27,2435.92,0.388,High
OT-01501,OrionTech,2025-09-14,9,Sep,Q3,2025,Operations,Europe,Digital Services,Commercial Growth,Enterprise,33,44.69,21672.55,11697.51,9975.04,6.0,4.3,9.5,1.2,1.0,2,2,34,53.5,75.3,64.6,69.8,361.99,230.6,2521.86,80.44,37.99,1006.86,1422.28,388.6,6050.62,3924.42,0.2792,High
OT-03044,OrionTech,2025-09-14,9,Sep,Q3,2025,IT,LATAM,Digital Services,Support,Strategic Accounts,21,30.04,19163.77,17365.78,1797.99,3.4,2.4,8.7,4.3,2.7,5,2,37,47.9,87.5,68.6,61.1,137.88,86.52,987.9,193.76,68.94,2730.37,1241.11,318.49,5764.97,-3966.98,0.3008,High
OT-03646,OrionTech,2025-09-14,9,Sep,Q3,2025,Sales,Europe,Digital Services,Client Delivery,SME,38,53.84,54444.0,45178.66,9265.34,14.5,1.6,16.4,13.1,2.0,0,0,32,49.8,79.5,75.6,81.6,1053.92,103.37,6039.56,1057.96,91.53,0.0,0.0,475.69,8822.03,443.31,0.162,Medium
OT-01957,OrionTech,2025-09-14,9,Sep,Q3,2025,Operations,Europe,Cybersecurity,Commercial Growth,Mid-Market,7,41.67,15968.27,10376.43,5591.84,0.9,5.6,12.0,20.1,4.4,4,3,29,51.4,65.3,61.8,76.8,50.63,280.02,630.05,1256.35,155.85,1577.95,2088.54,323.01,6362.4,-770.56,0.3984,High
OT-03738,OrionTech,2025-09-14,9,Sep,Q3,2025,Marketing,North America,Cybersecurity,Internal Operations,Public Sector,46,65.3,40030.33,22317.8,17712.53,8.2,1.1,26.3,3.3,1.5,2,1,42,73.1,95.8,63.6,86.4,722.87,86.2,14219.99,323.23,83.26,561.31,605.37,405.77,17008.0,704.53,0.4249,High
OT-03539,OrionTech,2025-09-14,9,Sep,Q3,2025,IT,APAC,Digital Services,Transformation,Strategic Accounts,19,43.67,47354.26,32798.15,14556.11,3.0,0.8,7.4,7.8,0.9,1,3,27,95.0,68.4,79.2,69.9,176.86,41.92,1105.2,510.94,33.41,636.16,2459.08,32.42,4995.99,9560.12,0.1055,Medium
OT-01920,OrionTech,2025-09-14,9,Sep,Q3,2025,Marketing,Spain,Cybersecurity,Transformation,Enterprise,13,41.47,51819.22,36798.99,15020.23,7.8,2.9,2.4,8.7,3.6,0,1,25,82.1,79.4,82.8,55.9,436.68,144.32,232.9,541.18,126.9,0.0,918.48,102.07,2502.53,12517.7,0.0483,Medium
OT-00507,OrionTech,2025-09-15,9,Sep,Q3,2025,HR,Spain,Banking Solutions,Internal Operations,Public Sector,39,54.45,17577.46,10243.89,7333.57,2.8,2.8,13.6,7.8,3.8,4,0,36,84.0,75.8,67.2,90.6,205.82,182.95,5198.45,637.07,175.87,1212.28,0.0,172.5,7784.94,-451.37,0.4429,High
OT-02048,OrionTech,2025-09-15,9,Sep,Q3,2025,Controlling,Spain,Banking Solutions,Client Delivery,Public Sector,31,29.89,15714.6,7811.07,7903.53,5.9,2.2,5.6,6.8,0.5,1,1,18,44.8,86.5,70.2,90.5,238.07,78.91,934.0,304.88,12.7,275.69,388.9,163.34,2396.49,5507.04,0.1525,Medium
OT-04272,OrionTech,2025-09-15,9,Sep,Q3,2025,IT,North America,Digital Services,Internal Operations,Enterprise,13,53.39,24482.9,22368.86,2114.04,13.4,3.3,14.2,8.6,1.3,4,2,41,75.4,69.3,70.7,60.6,965.83,211.42,1774.04,688.73,59.0,2538.28,744.52,296.17,7277.99,-5163.95,0.2973,High
OT-04152,OrionTech,2025-09-15,9,Sep,Q3,2025,Finance,North America,Telecom Platforms,Support,Enterprise,18,43.48,36056.75,16931.13,19125.62,1.8,2.7,11.9,2.2,4.9,0,0,41,80.8,74.5,79.8,77.9,105.66,140.88,1676.41,143.48,181.09,0.0,0.0,188.25,2435.77,16689.85,0.0676,Medium
OT-04058,OrionTech,2025-09-15,9,Sep,Q3,2025,Customer Support,Spain,Banking Solutions,Internal Operations,Public Sector,16,44.09,22590.62,13335.55,9255.07,12.9,7.3,6.1,0.3,1.5,0,2,25,71.8,76.4,72.8,55.5,767.83,386.23,774.57,19.84,56.21,0.0,1188.04,170.96,3363.68,5891.39,0.1489,Medium
OT-02949,OrionTech,2025-09-15,9,Sep,Q3,2025,Customer Support,Europe,Cloud & Data,Commercial Growth,SME,43,38.46,26011.7,15676.44,10335.26,42.7,1.3,19.0,10.9,14.4,8,1,31,65.2,69.4,68.5,59.2,2217.03,60.0,5655.93,628.82,470.75,3128.16,758.31,228.2,13147.2,-2811.94,0.5054,High
OT-00488,OrionTech,2025-09-15,9,Sep,Q3,2025,Sales,Spain,Cybersecurity,Internal Operations,Enterprise,31,47.53,26434.34,20765.34,5669.0,2.1,2.7,31.1,5.7,3.4,1,1,19,58.2,65.7,79.5,91.2,134.75,154.0,8248.26,406.38,137.36,335.67,665.07,207.62,10289.11,-4620.11,0.3892,High
OT-03496,OrionTech,2025-09-15,9,Sep,Q3,2025,Legal & Compliance,Europe,Digital Services,Client Delivery,Public Sector,69,47.92,32085.45,18934.33,13151.12,13.3,8.1,13.5,4.4,2.5,2,1,26,39.3,77.1,81.8,66.6,860.4,465.78,8034.75,316.27,101.83,1941.61,344.88,415.95,12481.47,669.65,0.389,High
OT-01299,OrionTech,2025-09-15,9,Sep,Q3,2025,Finance,Europe,Digital Services,Client Delivery,Strategic Accounts,39,47.26,14502.73,8489.24,6013.49,1.6,1.8,6.5,6.0,1.3,1,0,23,23.4,79.9,63.0,70.4,102.08,102.08,2156.47,425.34,52.22,560.47,0.0,457.94,3856.6,2156.89,0.2659,High
OT-01147,OrionTech,2025-09-15,9,Sep,Q3,2025,IT,Europe,Telecom Platforms,Client Delivery,SME,5,56.55,25000.63,14893.3,10107.33,5.1,1.9,9.4,17.2,1.6,3,1,27,82.6,80.8,70.8,55.0,389.35,128.93,478.41,1458.99,76.91,1660.45,618.68,146.12,4957.84,5149.49,0.1983,High
OT-01902,OrionTech,2025-09-15,9,Sep,Q3,2025,HR,Europe,Cybersecurity,Client Delivery,Enterprise,57,48.29,22062.05,10007.99,12054.06,1.7,1.5,9.7,1.7,1.2,2,1,59,81.2,90.5,78.7,77.0,110.83,86.92,4805.92,123.14,49.26,633.74,481.06,294.6,6585.47,5468.59,0.2985,High
OT-02539,OrionTech,2025-09-15,9,Sep,Q3,2025,IT,Spain,Corporate Services,Support,SME,12,48.58,24383.39,17239.1,7144.29,6.4,11.0,10.0,3.9,3.6,5,3,49,59.9,69.7,84.5,72.3,419.73,641.26,1049.33,284.19,148.65,2906.77,2204.95,525.0,8179.88,-1035.59,0.3355,High
OT-01991,OrionTech,2025-09-15,9,Sep,Q3,2025,Sales,LATAM,Banking Solutions,Support,Public Sector,35,50.15,36740.87,23529.08,13211.79,12.7,0.3,17.7,10.8,1.8,4,2,34,46.5,64.7,53.3,68.0,859.82,18.05,5592.23,812.43,76.73,1165.11,668.8,501.73,9694.9,3516.89,0.2639,High
OT-02411,OrionTech,2025-09-15,9,Sep,Q3,2025,Finance,Spain,Cybersecurity,Support,Strategic Accounts,33,43.81,35364.91,22191.93,13172.98,7.8,2.8,13.9,3.0,2.6,3,1,28,74.3,89.2,70.5,74.4,461.32,147.2,3617.22,197.14,96.82,1649.13,900.21,173.39,7242.43,5930.55,0.2048,High
OT-03478,OrionTech,2025-09-15,9,Sep,Q3,2025,IT,Spain,Cloud & Data,Support,Mid-Market,12,49.64,18560.75,11115.21,7445.54,15.6,0.5,7.4,5.0,2.0,3,0,31,59.1,70.8,56.8,75.5,1045.42,29.78,793.45,372.3,84.39,1637.98,0.0,346.16,4309.48,3136.06,0.2322,High
OT-01164,OrionTech,2025-09-15,9,Sep,Q3,2025,Operations,APAC,Telecom Platforms,Transformation,Mid-Market,26,43.61,32053.15,16577.49,15475.66,2.5,3.1,7.1,15.7,4.7,4,1,43,44.4,93.4,51.2,73.8,147.18,162.23,1449.07,1027.02,174.22,1510.37,560.18,573.45,5603.72,9871.94,0.1748,Medium
OT-01958,OrionTech,2025-09-15,9,Sep,Q3,2025,IT,Spain,Cybersecurity,Client Delivery,Public Sector,35,42.8,80098.82,66623.69,13475.13,4.3,6.5,9.9,8.9,2.2,6,3,26,63.7,80.7,74.8,66.8,248.45,333.84,2669.44,571.38,80.04,3197.52,1685.69,222.17,9008.53,4466.6,0.1125,Medium
OT-01725,OrionTech,2025-09-16,9,Sep,Q3,2025,Operations,Spain,Cloud & Data,Client Delivery,Mid-Market,29,42.33,23204.71,11998.12,11206.59,2.0,2.5,7.5,11.0,4.9,5,4,39,44.1,59.1,64.4,79.0,114.29,126.99,1657.22,698.44,176.3,2202.65,1362.13,507.56,6845.58,4361.01,0.295,High
OT-03897,OrionTech,2025-09-16,9,Sep,Q3,2025,Customer Support,North America,Telecom Platforms,Transformation,Strategic Accounts,10,25.15,31932.45,15742.17,16190.28,3.9,6.6,15.1,6.8,3.1,2,5,40,55.7,67.6,71.0,87.5,132.41,199.19,683.58,256.53,66.27,747.6,2300.59,245.11,4631.28,11559.0,0.145,Medium
OT-03017,OrionTech,2025-09-16,9,Sep,Q3,2025,Finance,Spain,Telecom Platforms,Client Delivery,Public Sector,24,44.63,41924.82,24378.83,17545.99,3.1,5.9,9.7,3.7,5.8,2,3,29,70.5,93.8,79.1,72.2,186.78,315.98,1870.18,247.7,220.03,1500.83,913.66,210.0,5465.16,12080.83,0.1304,Medium
OT-00747,OrionTech,2025-09-16,9,Sep,Q3,2025,Finance,Spain,Cloud & Data,Commercial Growth,SME,33,48.9,25140.78,12547.92,12592.86,1.8,1.0,9.4,1.3,1.8,2,2,31,47.5,74.8,84.8,62.9,118.83,58.68,2730.38,95.36,74.82,1285.17,1539.15,437.72,6340.11,6252.75,0.2522,High
OT-04502,OrionTech,2025-09-16,9,Sep,Q3,2025,Operations,Spain,Banking Solutions,Internal Operations,Strategic Accounts,13,48.4,28442.68,14438.98,14003.7,17.4,0.5,5.2,4.7,0.1,3,1,43,41.5,67.2,77.9,66.3,1136.92,29.04,588.93,341.22,4.11,1591.56,592.54,669.63,4953.95,9049.75,0.1742,Medium
OT-03777,OrionTech,2025-09-16,9,Sep,Q3,2025,HR,LATAM,Digital Services,Client Delivery,Mid-Market,20,34.26,23535.05,12067.19,11467.86,10.5,1.2,11.9,1.2,0.4,0,0,43,44.7,72.7,72.0,71.5,485.64,49.33,1467.7,61.67,11.65,0.0,0.0,448.07,2524.06,8943.8,0.1072,Medium
OT-00351,OrionTech,2025-09-16,9,Sep,Q3,2025,Controlling,Europe,Corporate Services,Support,Enterprise,28,58.2,39796.87,15387.37,24409.5,3.6,1.9,8.9,2.4,4.8,1,1,18,61.2,87.9,83.7,85.7,282.85,132.7,2610.62,209.52,237.46,276.0,534.86,223.56,4507.57,19901.93,0.1133,Medium
OT-01669,OrionTech,2025-09-16,9,Sep,Q3,2025,IT,LATAM,Corporate Services,Internal Operations,Mid-Market,35,48.91,25416.25,20416.27,4999.98,6.0,0.7,5.9,7.7,3.4,9,1,37,58.5,88.9,69.0,59.0,396.17,41.08,1817.98,564.91,141.35,4323.46,662.99,413.06,8361.0,-3361.02,0.329,High
OT-04224,OrionTech,2025-09-16,9,Sep,Q3,2025,Operations,Spain,Cloud & Data,Compliance,Public Sector,23,37.76,42485.77,27937.54,14548.23,13.0,8.2,11.9,3.9,10.1,2,2,45,67.5,82.5,75.0,60.1,662.69,371.56,1860.28,220.9,324.17,830.72,890.44,303.73,5464.49,9083.74,0.1286,Medium
OT-02593,OrionTech,2025-09-16,9,Sep,Q3,2025,Finance,Spain,Cloud & Data,Transformation,Mid-Market,47,42.65,28940.7,20985.17,7955.53,4.8,1.4,10.4,10.4,2.3,2,2,40,77.5,83.0,77.0,76.2,276.37,71.65,3752.52,665.34,83.38,1168.24,1269.76,211.12,7498.38,457.15,0.2591,High
OT-02607,OrionTech,2025-09-16,9,Sep,Q3,2025,IT,LATAM,Cybersecurity,Client Delivery,Public Sector,10,39.45,37832.48,22496.19,15336.29,5.4,8.2,13.1,2.9,1.8,4,2,44,22.8,72.2,56.7,61.6,287.59,388.19,930.23,171.61,60.36,2090.22,1138.72,737.02,5803.94,9532.35,0.1534,Medium
OT-00656,OrionTech,2025-09-16,9,Sep,Q3,2025,IT,LATAM,Cybersecurity,Transformation,Enterprise,35,32.99,42793.96,31886.48,10907.48,11.3,8.8,13.5,4.4,3.9,6,6,19,72.7,83.7,77.9,71.1,503.26,348.37,2805.8,217.73,109.36,3853.6,3459.63,94.12,11391.87,-484.39,0.2662,High
OT-01335,OrionTech,2025-09-16,9,Sep,Q3,2025,Marketing,LATAM,Telecom Platforms,Client Delivery,Mid-Market,30,39.7,33570.57,18719.92,14850.65,4.9,1.2,11.0,4.1,2.2,3,2,24,62.4,86.3,76.5,79.4,262.62,57.17,2358.18,244.16,74.24,1065.3,1164.58,197.04,5423.29,9427.36,0.1615,Medium
OT-02310,OrionTech,2025-09-16,9,Sep,Q3,2025,HR,Spain,Cybersecurity,Support,Enterprise,42,54.28,8292.67,3054.15,5238.52,2.3,1.0,10.4,14.8,1.0,0,2,23,47.9,73.0,64.9,73.4,168.54,65.14,4267.71,1205.02,46.14,0.0,1241.55,357.74,7351.84,-2113.32,0.8865,High
OT-01553,OrionTech,2025-09-16,9,Sep,Q3,2025,Legal & Compliance,Europe,Banking Solutions,Client Delivery,Mid-Market,32,57.79,10405.47,7001.18,3404.29,6.3,4.1,13.1,4.2,0.3,0,2,33,36.2,75.9,89.4,88.8,491.5,284.33,4360.6,364.08,14.74,0.0,1065.18,669.19,7249.62,-3845.33,0.6967,High
OT-01901,OrionTech,2025-09-17,9,Sep,Q3,2025,Finance,North America,Digital Services,Internal Operations,Strategic Accounts,43,54.23,39184.44,27289.89,11894.55,4.6,9.2,11.1,2.1,4.1,4,1,25,75.3,84.1,68.0,91.0,336.77,598.7,4659.12,170.82,188.99,2862.11,636.89,184.18,9637.58,2256.97,0.246,High
OT-00648,OrionTech,2025-09-17,9,Sep,Q3,2025,Customer Support,LATAM,Telecom Platforms,Client Delivery,Mid-Market,53,37.65,15387.04,7606.4,7780.64,17.8,4.2,11.3,8.0,5.2,6,1,42,69.1,63.3,59.5,81.3,904.73,189.76,4058.75,451.8,166.41,2063.14,461.55,268.74,8564.88,-784.24,0.5566,High
OT-04819,OrionTech,2025-09-17,9,Sep,Q3,2025,Operations,North America,Digital Services,Support,Enterprise,5,56.58,21638.83,11654.51,9984.32,0.5,5.9,7.8,6.5,1.1,1,3,31,43.5,78.2,70.5,73.4,38.19,400.59,397.19,551.66,52.9,507.88,1798.57,545.05,4292.03,5692.29,0.1983,High
OT-02794,OrionTech,2025-09-17,9,Sep,Q3,2025,HR,LATAM,Corporate Services,Transformation,Strategic Accounts,41,34.29,15367.13,7945.29,7421.84,9.5,1.5,6.6,2.9,8.4,0,2,11,63.9,79.8,74.5,80.4,439.77,61.72,1670.2,149.16,244.83,0.0,865.27,74.89,3505.84,3916.0,0.2281,High
